Хозяйство  пути и сооружений%РАБОЧИЕ%Бригадир (освобожденный) по текущему содержанию и ремонту пути и искусственных сооружений; монтер пути; распределитель работ; тоннельный рабочий%Костюм с противомоскитной сеткой для защиты от механических воздействий  и насекомых  (энцефалитного клеща)%до износа%При выполнении работ в районах, эндемичных по клещевому энцефалиту дополнительно:%1%0%0%
Хозяйство  пути и сооружений%РАБОЧИЕ%Бригадир (освобожденный) предприятий железнодорожного транспорта и метрополитенов%Комплект «Путеец-Л»%1%%1%12%12%
Хозяйство  пути и сооружений%РАБОЧИЕ%Бригадир (освобожденный) предприятий железнодорожного транспорта и метрополитенов%Комбинезон для защиты от нетоксичной пыли в комплекте со шлемом %1%%1%12%12%
Хозяйство  пути и сооружений%РАБОЧИЕ%Бригадир (освобожденный) предприятий железнодорожного транспорта и метрополитенов%Ботинки юфтевые на маслобензостойкой подошве%1 пара%%1%12%12%
Хозяйство  пути и сооружений%РАБОЧИЕ%Бригадир (освобожденный) предприятий железнодорожного транспорта и метрополитенов%Сапоги юфтевые на маслобензостойкой подошве%1 пара%%1%12%12%
Хозяйство  пути и сооружений%РАБОЧИЕ%Бригадир (освобожденный) предприятий железнодорожного транспорта и метрополитенов%Плащ  для защиты от воды%1 на 3 года%%1%36%36%
Хозяйство  пути и сооружений%РАБОЧИЕ%Бригадир (освобожденный) предприятий железнодорожного транспорта и метрополитенов%Перчатки комбинированные%12 пар%%12%1%12%
Хозяйство  пути и сооружений%РАБОЧИЕ%Бригадир (освобожденный) предприятий железнодорожного транспорта и метрополитенов%Перчатки с полимерным покрытием%12 пар%%12%1%12%
Хозяйство  пути и сооружений%РАБОЧИЕ%Бригадир (освобожденный) предприятий железнодорожного транспорта и метрополитенов%Очки защитные открытые%до износа%%1%0%0%
Хозяйство  пути и сооружений%РАБОЧИЕ%Бригадир (освобожденный) предприятий железнодорожного транспорта и метрополитенов%Респиратор противоаэрозольный%до износа%%1%0%0%
Хозяйство  пути и сооружений%РАБОЧИЕ%Бригадир (освобожденный) предприятий железнодорожного транспорта и метрополитенов%Жилет сигнальный 2 класса защиты%2%%2%12%24%
Хозяйство  пути и сооружений%РАБОЧИЕ%Бригадир (освобожденный) предприятий железнодорожного транспорта и метрополитенов%%%%%%0%
Хозяйство  пути и сооружений%РАБОЧИЕ%Бригадир (освобожденный) предприятий железнодорожного транспорта и метрополитенов%Комплект для защиты от пониженных температур  «Путеец»%по поясам%Зимой дополнительно:%1%36%36%
Хозяйство  пути и сооружений%РАБОЧИЕ%Бригадир (освобожденный) предприятий железнодорожного транспорта и метрополитенов%Шапка-ушанка со звукопроводными вставками%по поясам%Зимой дополнительно:%1%24%24%
Хозяйство  пути и сооружений%РАБОЧИЕ%Бригадир (освобожденный) предприятий железнодорожного транспорта и метрополитенов%Шапка трикотажная%1 на 2 года%Зимой дополнительно:%1%24%24%
